	id	sentence1	sentence2	similarity
5742	bd1e6544af5aa699f0abc645c	France closes a mosque, arrests a man in a crackdown after attacks.	Security was tightened at New Delhi churches after the attacks.	2.0
6433	d90bdf620acea728c7a45bc55	Break the bulb into cloves, breaking off the bottom and the dry stick that runs through the middle.	Lay down a knife horizontally on the nails and hit it.	1.6
2466	f5c18d13ae2fdfdd3474fc76d	Leon Williams' body was found inside his third-floor apartment at 196 Bay St., in Tompkinsville.	The deceased Leon Williams was found in his third-floor apartment.	3.4
413	4c34d7e0459586cff01481247	Someone pours olive oil into a bowl of tomato wedges.	The man poured oil on the tomato slices.	3.75
5762	ee8f94208c4300b77e16f6308	The man cut down a tree with an axe.	A man cuts down a tree with an axe.	5.0
3589	0c8ea369981ab63b29a067508	Bulgaria is located on the southeastern part of the Balkan Peninsula.	Drug-trafficking activity is rampant in the southeastern part of the Balkan peninsula.	1.0
174	87c3e5bbebac03ba173f78f35	A man is playing the guitar.	A boy is playing the piano.	1.2
4557	b3c742b6dc7482e82aaaa0b9c	The UN highlights the need for a major boost in Syrian aid	The UN chief urges a significant boost in Syrian aid.	4.8
2967	99455bdff8b32e8b59886e52f	If he's found guilty of spying, he could be sentenced to death.	The charges of espionage and treason can carry the death penalty.	3.6
6810	df31f716e95fdfeb53e8c4b9f	The bank also said its offer was contingent on the agreement of Drax's senior banks, senior bond holders and hedging banks by 30 September 2003.	The offer is also contingent on Goldman signing an agreement with Drax's senior banks, senior bond holders and hedging banks by September 30, it said.	4.4
282	dfa470e2c89c4286abe0c821a	Someone is frying meat in a pan.	Someone is holding a skunk.	0.75
2254	89a28ab7425df839ea4365297	I think you should reread what I wrote.	You need to reread what I wrote.	5.0
4065	729e867377b6fb279d7c0a7db	Police did not link Savile claims	BBC faces questions for pulling Savile case	1.2
5086	799a22f79f76c149dd4eeed35	Cuba's 'Ladies' to finally receive EU prize 8 years late	Cuba's 'Ladies' to receive EU prize 8 years later.	5.0
2718	397aefa4bdd14784965741ce9	St. Paul Chairman and Chief Executive Jay S. Fishman, 51, will be CEO of the merged company.	Jay Fishman, 51, chairman and chief executive of St Paul, will head the combined company.	4.75
7354	8aa2b9b1f609c8841a12162f8	A group of people are dancing.	Women were having fun dancing outside.	3.0
4712	c13d820a71548b555a2963925	Indonesia: Schoolchildren among 14 killed by Indonesia volcano eruption	Indonesia: Six people died in an Indonesian volcanic eruption	2.8
4040	c7c840e5f360f2e74a779d1b1	Romney and Paul vie for Maine caucus win	Romney has a narrow Maine caucus win	2.8
1947	406f3ac76d5c429e007e484f6	A man is riding his bike on the beach, near the ocean.	A man is leading his cow along the road.	0.8
8352	0e55f5b0b17bf7fd479f403cf	In many ways, the artistry of black musicians has conveyed the experience of black Americans throughout our history, Bush said.	Surrounded by singers from Harlem, Bush said that the artisticity of black musicians has always conveyed the experience of black Americans.	4.25
263	d6a55dba717935f7e53763b2c	A man strolls along a path.	A man crosses a tight rope.	0.8
6068	026b1f9bebb0197cc12700f4c	The white ducks are standing on the ground.	A woman in a black hat is standing by the subway.	0.0
2258	86ad28ec92f0b6e67deba911a	Holder filed a three-page letter.	The judges order a three-page letter to be filed.	2.8
149	ecd8a80ad6e174a23f17e61e9	A man plays the flute.	A man is playing the flute.	5.0
1881	bb46c2cefcb2c504be9a56141	This over-the-top photo shows two men taking a break.	A person with swim cap and goggles taking a breath.	0.4
7349	65aea2ab455ddf3fa4b6bdb3d	A cat is strolling around the house.	A woman is peeling a potato.	0.0
5803	204fa366f76f541179e3936aa	A man is talking on a phone.	A man is singing for a woman.	0.25
6838	8156f10978f963bcbb0e09357	A male eagle was found by a zookeeper on Thursday morning, suffering from severe puncture wounds in his abdomen.	A zookeeper found a 21-year-old eagle, severely injured to the abdomen and back, on Thursday morning, said Julie Mason, spokeswoman.	3.25
3970	9dd50db11d03efd6364f2d077	The US and Turkey are considering establishing no-fly zones for Syria.	Turkey and the US are considering establishing no-fly zones in Syria.	4.8
1355	43783446e2322eaa41e745dce	Three cows are grazing in a lush meadow.	Three cows are grazing in a field.	4.6
8581	a707ad0ba15e60dbfdc4ec825	Iran warns of spillover of possible war on Syria	Iranian delegation heads to Lebanon and Syria.	1.8
3709	034113c1ba4939c1127bd02a2	China is a nuclear power and a permanent member of the UN Security Council.	China is a permanent member of the UN Security Council.	3.0
3983	dc3383dab1909f53e001354d2	The Government of Canada supports Montreal women driving change.	The Government of Canada supports women's safety in Regina	1.6
755	785235c4a0a518e89ac180b81	A woman is riding a horse.	A man is running on a rope.	0.0
7547	aa205fdbedbddb9d52e71f7c2	A red train is driving through a snow-covered city.	The train is running on the tracks in the snow.	3.2
1733	31fd910aa59eb908cfbbb43dd	A black and white dog is swimming in the pool.	A black and white dog is running with something in his mouth.	2.0
8242	e795d2a6c0164a607a7cb4ded	Canada is a small country that needs innovative companies and strategic partnerships.	Canada being a small country, we need more companies like this.	3.0
8192	e33d81ec673a0bd473806cbd9	Chinese language Web portals support its keywords.	Chinese language Web portals also support 3721 keywords, according to the website.	3.2
774	cd00e7b3aa9490368ba28cbd7	Someone is playing piano.	A person is playing the piano.	3.6
4127	6ce0c01b23c389b22eb802512	House-Senate deal reached on payroll tax measure	Negotiators reach agreement to cut Congress payroll tax bill.	3.8
1787	facae0379de26b08ef0a9e23d	A dog swims in the water.	Three dogs are swimming in the water.	3.2
7775	2ea28437ee12cd31f33faef4d	The girl has something on her head.	The woman has something with her.	2.6
8209	7cdf107395b02544d121dddc0	IDEC shareholders would own 50.5 percent of the combined company's stock, while Biogen shareholders would retain the remaining 49.5 percent.	The companies stated that Idec shareholders would own around 50.5% of the combined company's stock.	3.0
5802	7b065e1552c7810dc41c20779	A woman puts flour on a piece of meat.	A woman is sprinkling flour on some meat.	5.0
5410	ce507c9b2894c9adc82296bbc	The Syrian opposition agrees to major peace talks.	The Syrian opposition is urged to attend talks	3.0
7552	782355220e935a92821133a98	A group of horses grazing in a field.	A group of horses is grazing in a lush meadow.	4.8
3178	b427cb4dbd632190ca902bcd3	The procedure is usually performed during the second or third trimester of pregnancy.	The technique is used during the second and third trimesters of pregnancy, although this is not always the case.	4.5
3961	65086cab5ec23da3395e38b35	Israeli and Palestinian negotiators quietly meet	Israeli and Palestinian negotiators meet in Jordan.	3.6
5001	a9b9d6c2efd5bbfaf208f67ed	Iran predicts failure of Israeli-Palestinian peace talks	The US announced a tentative deal to resume Israeli-Palestinian talks	1.4
7618	f1afc455a553b0df43803de8a	Two men are discussing near a plane.	Two men are discussing in front of a small plane.	4.4
4600	5ca4edd4d3eed9099ac1ed5c5	The Venezuelan assembly meets amid Chavez's health crisis.	Assembly meets amid Venezuela's political crisis	3.4
6116	841bd5dddb9161633964a28e6	A blue scooter is parked on a sidewalk.	A blue moped is parked on the sidewalk.	4.2
7131	195ea1cc0ea97ace06e9bd107	Floods have left six dead in the Philippines	Heavy rains leave 18 dead in the Philippines	2.6
3534	53fc7c4029d823471faca2332	The International Atomic Energy Agency may have been tricked because it was keen to secure a deal.	The International Atomic Energy Agency plans negotiations that drag on for many months.	2.4
8588	d6e157f5e1c1e482d7f03030d	The Turkish PM and president clash over response to protests.	The Turkish president calls for calm amid nationwide protests	2.6
1369	5d2bf6f6479c98152029ac900	Two motorbikes are on a dirt track.	Two dirt bikers are riding over a dirt hill.	3.6
7246	56a6806396f680c7a72348086	A Volkswagen vehicle crashed into red due to the pollution scandal	Volkswagen's gesture of goodwill to diesel owners	2.0
5046	9274c7f985f362683ced865fe	China stock index futures closed lower -- April 23	China stock index futures close higher -- December 4	2.2
2973	f0dffa23d30edf371ad00c19e	Police launched an international investigation to find Shevaun Pennington, who ran away with 31-year-old Toby Studabaker over the weekend.	Shevaun Pennington disappeared on Saturday morning after planning to meet 31-year-old Toby Studabaker.	3.0
6257	742ae2c90286e398f520b6171	A woman watches a rap group live	An audience watches a girl dance.	2.2
6769	9fbd1e25847f85d5fe949b80e	GM, the world's largest automaker, has 115,000 active UAW workers and 340,000 retirees and spouses.	They cover more than 300,000 UAW workers, as well as 500,000 retirees and their spouses.	2.4
859	4d136c6f9b460de56923e2349	A man is chopping coriander leaf.	A man is playing the guitar.	0.8
6155	57cf28ff15bc2d0d39fd0462d	Two people are strolling along the coast.	Two men wearing fleeces and hats are looking at the camera.	0.4
1268	148f8c8bb7739bfcad2f54476	A mostly black train on a track.	A car is parked in front of the train tracks.	1.0
6751	71d0b85c85dc5eb3cf5d4a926	He later learned that the incident was caused by the Concorde's sonic boom.	He later discovered that the alarming incident had been caused by Concorde's powerful sonic boom.	5.0
188	dc6d7b6e354705f94d9bcb94f	A man is playing the guitar.	A man is cleaning a glass door.	0.4
2170	c94ea617747f072a798b93774	What motivated that transaction to take place.	Did the transaction take place?	2.4
6581	b04fe12a78f05a89db7556f62	First, check the dog's body language to make sure it's genuinely aggressive.	First, you should realize that this is not your problem or your pet's problem.	1.6
4390	bc5c5b966b1c39a1e62c4ca8c	The Central African Republic president was overthrown by rebels.	Central African Republic President and PM are stepping down.	2.6
2307	3ba96730324858413c054b398	Genetic predisposition to cancer resistance is considered superior genetics.	Genetic predisposition to Alzheimer is considered inferior genetics.	1.4
3158	69a36f26925de3e92e089f831	Griffith, a native of Mount Airy, now resides on the North Carolina coast in Manteo.	Griffith, 77, grew up in Mount Airy and now lives in Manteo.	4.0
4845	26dd30ac17506ba36b4a13b2e	In Pakistan, the army is determined to fight the other Taliban.	The Pakistani army is determined to fight against other Taliban.	4.8
3366	0165d93584eeec4b3a029d217	The same survey a month ago had Street leading Katz, 42% to 34%, with 21% undecided.	One month ago in the same poll, Katz was leading 46 to 40 percent.	2.0
2454	77216f2594d3357b80c4e0ff6	In Europe, afternoon trading saw France's CAC-40 and Britain's FTSE 100 each gain 0.7 percent, while Germany's DAX index rose 0.6 percent.	In Europe, France's CAC-40 rose 1.3 percent, Britain's FTSE 100 declined 0.2 percent and Germany's DAX index gained 0.6 percent.	2.0
5144	92db04864fe2cc122e97fb56f	The Bradley Manning-WikiLeaks case is now being sentenced	The Manning-WikiLeaks case enters the sentencing phase	5.0
5916	f671974a1fa06af93de8d721b	A man is talking on a cell phone.	A man is talking into a microphone.	2.0
936	dc0fac09f1290a04bcdaa8704	A man is chopping an onion.	The man is playing the guitar.	0.4
4402	a06fd65b550b020e25543c582	Egypt's main opposition rejects president's call for dialogue	Egyptian opposition considers response to Morsi's dialogue call.	3.8
8311	48cb2140ce8b5da0e65a06f96	Brendsel and chief financial officer Vaughn Clarke resigned on June 9.	The company's chief executive retired and the chief financial officer stepped down.	2.6
7039	6e9f2bab8bbde3a23a4c1b432	The music industry pays a moving tribute to Whitney Houston	The music industry mourns Whitney Houston	3.4
3489	1890efb8529d6931343c7ad93	No other drug has become as integral in decades.	The drug has been around in other forms for years.	2.0
4135	7ed546c439e843bb2a4516ea3	Britain establishes a link with the Syrian opposition	Who cares about the Syrian people?	1.2
5647	95b12cd24b332ae2e4e7f9df1	The Communist Party of China's top official meets the special envoy of North Korea's supreme leader	North Korean leader sends a special envoy to China	3.0
2816	3c5680faec764f122ac24c71f	The technology-laced Nasdaq Composite Index <.IXIC> added 8.27 points, or 0.51 percent, to 1,633.53.	The broader Standard & Poor's 500 Index crept up 4.3 points, or 0.44 percent, to 980.52.	1.2
8442	e94e1f93f2b9041ed0d792104	Hurricane Sandy hits the Northeast, killing at least 18 and leaving 7.4 million without power	Eastern U.S. storms leave 2 dead in Va., 2 million without power	2.6
8051	d28a91ab9966b8ef0ac4d8c59	I think it's really great that you had a test conducted.	I think that's a really great plan.	2.0
1635	d41c66f0266cdad55d05fae2e	A woman wearing a black dress brightens up her smile in front of a silver truck.	A girl is smiling in the background, wearing a black top with a silver truck.	3.6
1700	147e345ea1558aa78b189154b	A woman wearing a black dress is walking on the street.	A woman watches a dog jump down the stairs.	0.8
8088	126498945ac93ce80647f17d5	I had the same problem as you.	I have the same problem.	5.0
645	3df6603bdbcf7667b1339e1b8	A group of people dancing.	A group of men are dancing.	3.4
4433	69ad37acea94c1df0bda6fe28	Mugabe was declared the winner of disputed elections	Zimbabwe: Mugabe was declared winner in a disputed vote	4.0
2957	457c00d78c4365b9ef876ffb4	Chavez said investigators feel confident they've at least resolved one of the fires in that regard.	Albuquerque Mayor Martin Chavez said investigators felt convinced that the arrests had put out at least one of the fires.	3.8
4570	d642922e1cd3708ea02a87be8	Obama declares health care law is working	Obama pledges to implement the new healthcare law	3.0
2080	76d16a76befaa3fb2a3b11f30	Is it allowed to grow?	Yes, it's legal to grow.	2.6
4448	1fcef06312436dcec9caeaf4b	Hamas' mixed-sex school ban takes effect	Hamas banned mixed-sex schools.	4.2
4401	b8626942859a1731729e7615c	Police fire tear gas to disperse protesters in Tunis	Police fire tear gas at protesters in Cairo	2.2
7651	2b13eaf46927453ad7ffc4528	A dog is running across the snow with a snowball in its mouth.	A tan dog is running through the grass with a yellow toy in its mouth.	2.4
4243	2c644c8bf2e9262752592c212	A Tale of Two Passes: How the New York Giants Won the Super Bowl	The lesser of two evils wins the Super Bowl	1.4
5867	daf095b5234acf0746f412838	A girl is dancing in a cage.	An onion is being chopped.	0.0
6061	44395f32182c320cd8001908b	Four children are looking at farm animals.	Children are looking at a sheep.	3.2
297	4971a925deb8fd316993f1d68	A woman is cutting a cucumber.	A man is playing the guitar.	0.0
6538	edf74542b5514fc5d944368d1	It's essential to master the basics before hitting the slopes.	Skiing is a sport where taking lessons pays off quickly.	2.8
2340	b049c0e9b42e1c06a8e73acc1	Breathe In, Breathe Out, Move On.	buwhahahaha Breathe In, Breathe Out, Move On.	4.4
3301	1eb0908bbd4faae637d9be9cb	For the year, it expects sales of $94 million and a profit of 26 cents a share from continuing operations.	The company announced an increase from the previously forecast $22.5 million and 5 cents a share.	0.75
4130	5fffabd7b6804fbb22f5f06e2	World stocks rise on hopes for EU, US stimulus	Stocks rise on hopes for a Fed stimulus	3.0
7913	be25e4ed5055014b3069a4a3b	It's not a good idea.	It's not a good idea.	5.0
7802	ccfdb15b3cd3c3dc0a602b126	The man is wearing an orange shirt.	The woman is wearing an orange blouse.	3.4
4747	13cc5ae27c33e4924b5c0f332	A French train has derailed south of Paris	French train passengers recount a painful crash ordeal.	1.2
6574	de25c1983432ef7130618f2eb	Given that the amount of shedding is normal, I don't see anything you can do to slow it down.	To prevent your cat from shedding too much fur on your furniture and clothes, you could try a deshedder brush.	2.0
7323	29694d1a8cebc325463225b44	The man is using a camera to drive a nail.	Someone is banging a camera lens against a nail.	2.6
2232	dae38ba3169ced99d37edbf46	I have a problem with irreligion when it does that.	I don't have a problem with a religion that doesn't do that.	1.6
1457	97f7f281db7ae355632c92bf6	A green steam engine traveling on the railroad tracks.	A black steam train was traveling on the railroad tracks.	3.0
7976	23762217ad6f9cd126927eabc	You answered your own question.	You've already answered your question.	5.0
7769	c6b237a3681157cd46f5c2d57	A woman wearing a plaid outfit is rummaging through a bag of vegetables.	Here is the picture of a woman wearing a flowered dress, carrying something in a bucket.	1.0
3043	5927dd7c5afc4fb8d544b1532	One of the 14 Kurds pointed at the word 'refugee' in an English-Turkish dictionary.	"One man had brandished a bilingual dictionary and pointed to the word ""refugee""."	3.5
6567	a0a5769f49eec6838c60273d7	Our daughter has always loved her bath, but getting out is a different story.	My wife and I initially had the same problem with our newborn twins crying when bath time was over.	2.8
3320	4b654bd8b08ac97073d710979	A spokesperson at Strong Memorial Hospital said Doud was in satisfactory condition on Tuesday night.	A spokesman at Strong Memorial Hospital said Doud was under evaluation Tuesday evening in the emergency room.	3.0
1742	4a9092d88852f1badef480cf5	A white and brown dog is playing with a black toy.	A white and brown dog is playing tug-of-war.	3.4
6059	53071d6f0be253a19d2e0829b	A group of people posing in fur hats.	A group of cyclists in green and white is surrounded by spectators.	0.0
7571	13b0a714265d1214bff191ede	The man is sitting cross-legged, wearing a cloak, and holding a stick.	A man is sitting cross-legged, wearing a brown cloth, and holding a wooden stick.	3.8
3268	160e3521e826b131e8bb76dcc	"In a not-too-subtle swipe at Dean, he predicted Americans would not elect a Democrat ""who sounds an uncertain trumpet in these dangerous times."""	They will not elect as president a Democrat who sounds an uncertain trumpet in these dangerous times.	3.5
3034	24443b3b013bddee3a15630fa	The union had not yet revealed which chain would be targeted.	The union said it would reveal later which chain would be targeted.	4.6
2201	e3f3a40649858c5e09df44d93	He's not wealthy because of his success.	Why hate people who are successful ?	0.8
4722	218019a833bba4e12dec05541	Piers Morgan was questioned by police	Piers Morgan was questioned by police in a hacking case.	3.6
4799	5de3e6ef66ab7e8b5cef1c7a4	Bangladesh building collapse death toll hits 359	Indian building collapse death toll rises to 72	0.8
4312	be5f3ece5870e9eec194b7eec	Burma's reforms bring easing of U.S. sanctions	Burma activists say it's better to take it slow on easing sanctions	2.4
401	4969b9296df3533e60c5f2037	A man is making his bed in a hotel.	A man is holding a wild animal.	0.8
1174	d69a908c2b6c3370e994f0c60	A clear plastic chair is placed in front of a bookcase.	a clear plastic chair is placed in front of bookshelves.	4.2
5229	6e7597ceb68a3ebe62b81744b	Chinese premier meets Indian vice president	Hezbollah is calling for the election of a new Lebanese president.	0.0
4360	7de2c4591ac425ad6de0bb254	Swiss tourist 'gang-raped' in India	Swiss tourist gang raped in India, say police	5.0
235	b57df837ccbc48210ec6c9958	A man is kicking a soccer ball.	A man is mixing a bowl.	0.6
8347	381ed45506fae55a10deba1fd	The workers accuse General Dynamics of reverse age discrimination due to a change in retirement regulations in 1997.	General Dynamics was sued when it changed its retirement benefits in 1997.	2.6
3640	63e396f38f4db085c7d8764e3	China has so far resisted US pressure to stop and search North Korean ships.	China has warned that US pressure to stop and search North Korean ships could trigger military clashes.	4.0
1615	bc867cdf5f3f1e276b8b0131f	A dog is rushing towards the camera.	A brown and white dog is running on grass.	0.8
6203	5ac6df47870ccf1eaae5d2131	A man in a grey suit kneels in front of a woman wearing a white dress.	A woman in red had a beer before being followed by a man in white.	0.0
2126	f37d450ba07ebb739f32fa316	My niece is married to a man of African descent.	My great-niece is half-black.	1.4
4763	27a4f6f7cad5a5ef966ca5794	Strong new quake hits battered Pak region	Powerful new earthquake hits battered Pakistan region	4.8
6678	2b7ce43ffd3905382fd6df575	I started watching the Stargate series by starting with Atlantis first.	I'll try to be brief by avoiding a detailed analysis of Atlantis and the Universe.	1.8
1838	ceeb78b73146f76cd2ee61664	A black, brown, and white dog is running through a field.	A white and brown dog runs in a field.	2.83
1842	a4d9dd20dd01cb2e65ef62232	A woman reads while on public transportation.	A man who has dozed off on public transportation.	1.6
7882	075b6be5c9ff29d3b582ffefc	You should just ask your boss what he wants you to do.	It's important to listen to your instructions, because you're paid to execute tasks and not to give orders.	2.0
5385	25b2ce914000b7af6de97d1c7	Three people died and 63 others were injured after buildings collapsed in New York.	Two people died and nine were injured in a tragic building collapse in France.	1.6
454	3a312d82f52079fd20179b313	A man is cutting a pepper.	A person cuts a big green pepper apart.	3.8
3896	42289be8a26a407a37c8e6b17	South Africa's former president Mandela was discharged from hospital.	Mandela Discharged From Hospital	4.2
6501	ba2e6b7b69fbe4b922a1bf770	The United States is considered the world's strongest country due to its military power.	The United States is one of the five largest countries in the world by area.	2.0
4407	4d4dacbccffdaa0e0dbd27df0	Dozens feared trapped in India building collapse	Rescuers are racing to find 20 people still trapped in the India building collapse.	3.0
1882	a53ce59ab0d2bcc8b082e8fb8	Two brown dogs are running together on the beach	Two brown dogs are running on the sand.	4.6
4949	7e77e3ce3a633cbc77412fe70	Pakistani diplomatic missions in the UAE are gearing up for elections.	Islamist parties in Egypt unite for elections	1.4
5688	baf4be6137dc0007e2e0ba9a8	Prince William wears samurai attire on Japan tour	Prince William of Britain arrives in Beijing	2.0
2073	2aee655dee4711fc0d508dd07	He's not asking for money for his vote, no extortion, no bribery.	No extortion, no bribery, no money involved. Only class E felonies.	3.8
3040	1a96d9708ee14c2bd33e9e44d	Others with such a status are Egypt, Israel, and Australia.	Nations like Israel and Australia already have such status.	2.5
679	696a5f4bdedfee001a08d45fc	A man is cutting tomatoes.	A woman is cutting broccoli.	1.5
1975	e433c96f5edca7bf730942541	A surfer on a wave.	A surfer is riding a wave.	4.4
233	0564e620c0cb6c1b1b83fdbcb	A man is jumping over a wall.	A man jumps onto a small wall.	3.2
4006	79dee82dd8a38fcc028184d83	HRW: Jordan is biased against Palestinian refugees from Syria	Jordan is biased in favor of Palestinians from Syria.	4.2
1877	20191f21a34df6c7b1395d4db	One man in an orange shirt and a white helmet is riding a bike.	The man with a blue helmet is riding a Polaris.	2.8
7935	a7b0965976abeb3fe6e28015f	I have the same thing too.	I've known this same problem.	4.0
4771	4959d4d9155e0704d916682dc	Miss New York wins the Miss America crown	Miss New York is crowned Miss America	5.0
6742	79438dcc82171623213e6e669	You can write your book in any way you like, as long as it suits you.	When writing a sequence, it's sometimes necessary to go back and revise, which isn't an option for the writer.	1.2
5862	1ea907a6328976eb7d1145e5a	A man makes a basket.	A man is playing the guitar.	0.5
717	f037c183580ed77a1a85ce252	A man playing the guitar.	A man is playing the flute.	1.8
3974	bba8e18f7e3b8425dea333ea3	Newcastle 2-0 Liverpool: Match report, pictures & video highlights	QPR 2-1 West Ham: Match report, pictures & video highlights	1.0
4833	82e00038efaba44831da8c56d	China allows US regulators to access audit records	China strongly opposes US arms sales to Taiwan	0.8
4576	e418736123153b6ee467f651e	Amazon is buying the Washington Post for $250 million from Bezos.	Amazon buys the Washington Post for $250 million from Bezos.	4.6
1391	962b67a47c16b6e3c3b0589cd	A brown double-decker tour bus was driving down a street with a Ferris wheel behind it.	A double-decker bus is driving in front of a Ferris wheel.	4.4
1221	e8baecbd740416abf3ee57fef	Three sheep on a dirt road are visible from a passenger vehicle.	Three sheep are in the middle of a gravel road.	3.4
5624	5aa352c5745da1be0a06e80b4	Ukrainian presidency says deal reached at crisis talks	Ukraine and rivals sign deal to end crisis	4.0
370	1d537fd3bf258b44e2ea73a19	Trees are bending in the storm.	Trees are battered by very strong winds.	2.667
3766	8cc7255742c9c9779692d2c62	Putin 'Wins Russian Presidential Election'	Polls open in Russian presidential election	1.0
6692	2734ab723e22ae976bbdba0b4	It is simply the ratio of balls bowled by wickets taken.	Bowling strike rate is defined as the average number of balls bowled per wicket taken by a bowler.	4.4
855	87d2ab19b567c2531d4e8ca5b	A man is pouring chili into a bowl.	A man opens a can and puts the contents into a bowl.	2.5
4964	11f8333f49bc726d8bc410a16	Top diplomats meet in Munich at a critical juncture.	Top diplomats discuss Iran's nuclear program	2.4
7526	a2baa1b48d640f062b3fcf10e	Two men are standing in the grass, staring at a car.	A woman wearing a pink top poses with a beer.	0.2
4915	47920f511be9c26d17a3d26b5	Suarez is set for Cup comeback	A French team is scheduled for ground combat in Mali	0.8
8186	83b39075028e02e1b05483e4d	Diana was at her lowest ebb when she wrote a letter to Paul Burrell claiming there was a plot to kill her.	Burrell said Diana wrote a letter in October 1996 claiming there was a plot to kill her in a crash and gave it to him to keep as insurance.	3.0
1360	c23b92ff086bfd09e4c49bf4b	A black and white cow grazes in a pen with hay.	A black and white cat lies in the dirt.	0.4
7086	d26e57c4903392334fe6f56be	De Blasio was sworn in as New York mayor, succeeding Bloomberg	Bill De Blasio was sworn in as New York mayor, succeeding Michael Bloomberg	5.0
8489	12da87c58c597b12d95425470	The Syrian opposition is urging the EU to send arms to Syrian rebels.	The Syrian opposition meets to choose an interim prime minister.	1.6
2145	71e071e8d57208fdb8b8fe9de	I present Atlantic Requirements.	Pacific Requirements.	0.8
8246	ccb752185f7204aaf3e0625b8	About 1,557 genes on chromosome 6 are thought to be functional.	The remaining 1,557 genes are considered functional.	2.75
6752	54d788b3159a920e795cc8813	"RT Jones analyst Juli Niemann said Grant was ""the one we were all rooting for"""	According to RT Jones analyst Juli Niemann, Grant has a very good reputation.	1.4
27	1f66b9a8e9894ffd75072e72f	A rabbit is fleeing an eagle.	A hare is fleeing an eagle.	4.2
751	39a1ba33bbf798122864eb705	A man is dancing.	A rat is moving.	0.0
3812	d3ae006cf728cd266b0f3deb6	A new sex scandal is hitting the Secret Service	The US Secret Service has new rules	1.8
3684	bf23aea4ac235816325780b73	Ukraine is almost ready to receive all the necessary approvals to join the European Space Agency's program.	France is a leader in the European Space Agency.	1.6
6718	5be6d1c05e031032be11f2081	My experience shows that normal taxis are usually cheaper.	When taking a regular taxi, make sure you choose a reputable company or agree on the rate upfront.	2.0
1804	cc59699ff0f873d03265b1715	A man skiing on a snow-covered hill with majestic mountains in the background	A dog enjoys a romp in the water with mountains and sand in the background.	0.6
2105	ccdb9e0693bb411a78fec215f	Cyclone formation is not expected during the next hours.	Tropical cyclone formation is not expected.	3.4
3806	185878d9d92153f8d11b2ebe2	A Navy jet crashed into an apartment building.	US Navy Jet Crashes into Apartment Block	4.2
3872	8710621b9725f8e4bda72eb7a	Barack Obama's bodyguards were recalled to the US due to a prostitution scandal.	Barclays' CEO falls into the rate-fixing scandal.	0.4
2889	4fae726b0b8fead90c9490ea2	Enron's 401(k) plan covered about 20,000 employees, former employees and beneficiaries.	Enron's stock comprised a significant portion, equivalent to 61%, of the workers' 401(k) portfolios.	2.5
8390	a176fa1364c9c9f58544fbbd4	Activists: Syrian troops storm a Damascus suburb	An activist claims a Syrian citizen cameraman was killed in Homs.	1.4
6129	36169b02cff1c3e5da0a11c4f	A man in a suit is riding a bike down the paved road.	A man is using a large pole to take letters off a sign.	0.2
8623	ef81b733f17798e3132ded245	The Philippines and Canada pledge to further boost relations.	The Philippines saved 100 people after a ferry sank.	0.0
6354	53137b039580fe27c16c268d8	A woman jumps and strikes a pose for the camera.	A woman poses for the camera.	4.0
1863	74e62aa2459d08e3ecad5ed79	A girl is sitting on a wooden bench with a black purse.	A young woman with a black purse sits on a wooden bench.	4.6
7783	22951cfcaf8a54444d240eb67	A pole is behind a person playing peekaboo with a child.	There is a child playing with a ball.	0.2
585	c3e7fb090b3ffa67cdc9f8505	Two robots kiss.	Two robots are kissing.	5.0
1220	551f2fb6c301886d5c288312c	Two dogs in a fenced kennel look ahead.	Two women sit in a dining room with a baby.	0.0
688	a27514671a7a7d5eda58df3fd	The boy cut the grass by the curb with scissors.	A boy mows the lawn with scissors.	3.75
3976	2c5d147f5830639bc59e1e560	Police: Four people killed in a German hostage-taking incident	Palestinians: 12 killed in Israeli army strike in northern Gaza Strip	1.0
7813	e36025770436dd04125659c35	People are waiting impatiently for the fireworks to start.	Three people are waiting for the rain to stop.	1.2
973	c53f2f47e93ee943b03db5ef6	The man is using a sledgehammer to break the concrete block that is on the other man.	A man strikes a concrete slab lying on a prone man with a sledge hammer.	5.0
1491	b6fef53629f36cdbfce31a1ed	A close-up view of a horse's head.	A close-up of a chestnut horse's head.	4.2
3760	17511a928b50ac61c15707bd9	Australian PM Gillard expected to win leadership challenge	Australian PM resists pressure over leadership	2.4
2104	65c2d1a68ba924c26e5964836	I think Fern thinks that stories like this are stupid.	I think stories like this are stupid.	3.6
3114	79082239c83f49037576dce3c	Oracle Corp's Chairman and CEO Larry Ellison didn't rule out sweetening the company's unsolicited offer to acquire rival PeopleSoft Inc.	Oracle chairman Larry Ellison has hinted that the company might reconsider its offer for PeopleSoft.	4.4
767	55bed420beb581127df42c6ed	A woman is playing the flute.	A woman is cutting tuna.	0.4
4490	9e087d54f8f0502e9c4574a8e	Israel frees Palestinian prisoners	Government committee approves release of 26 Palestinian prisoners	3.4
6743	2c812f28956641042751bda62	Yes, dull dialog should be removed completely (or transformed to interesting dialog).	I agree with Lauren: it's essential to have highs and lows in any story.	1.8
8069	e70173659e763e160983f0ebc	You can use it, too.	Yes, you can do it.	3.0
6069	bba49b7b72940dea5cc9bbf38	A group of people gather around a table outside.	A group of people are sitting at a restaurant table.	3.2
538	b1821c470da6cd33062cba109	A woman is tapping her fingers on a table.	A woman is tapping her fingers.	4.0
