	id	sentence1	sentence2	similarity
4782	e1e51abd65bce9ca5478c099b	Select images showing the aftermath of building collapse	At least 1000 in Bangladesh building collapse	1.4
8428	09955f691a7850e9d7db5500f	Israel hangs three Gaza prisoners	Myanmar announces release of prisoners	0.6
5141	b47e50432173d044c255b93d2	Monty Python to reunite for one last show	Monty Python will reunite on stage	4.0
6577	cb08f8ea4ccf76bdf33f8c2e9	humans all humans in general) do not understand abstract concepts of order or tidiness.	They don't intend to leave many items behind house or untidy the house.	1.8
2358	15d6daa493b4cd5295505c7d6	I agree completely I am hoping he will seek a second term of office.	I am hoping he is into a tech startup office.	4.0
8527	bb0770fb91eb240ba89c9ac81	Chinese sacks top economic official	China FM hosts meeting ASEAN officials	0.4
1584	1b23b5f1e5321068861ed5d32	The child in the red coat laid a mat.	The toddler is eager to climb the jungle of equipment.	0.8
8288	ac9131496493bced4d58c68fd	In 1976 that Cincinnati had violated the First Amendment in banning only the advertising pamphlets in the interest of aesthetics.	In that case, the court held that the city did not have the right to Cincinnati had violated the freedom in banning, in the interest of advertising pamphlets.	5.0
3729	862fd03239fb73d5d21558e8c	executive director resigned the arms race kimball stated that-- the iaea report is 1 in a series of bad signs.	executive director of the arms control association in washington daryl kimball stated the israeli missile debate over india.	3.6
8040	d505e2789f627326788c1f690	I don't think so there's any.	I want there are any benefits.	3.0
6335	6915e162e527bca62a86b1fcb	The man several are resting on a couch.	A man and a woman are sitting on the couch.	4.0
3262	13c5e5eb6c6167115e5eaa687	Median household income declined sharply between 2001 and 2002 to $42,409, after accounting for inflation.	The Census Bureau found the median household income rose by $51, when accounting for inflation, to $67,000	1.4
3077	a36bc0281e2bd44b0779f71bd	Women eat tuberous vegetables during pregnancy may be at risk of type 1 diabetes in their children, Melbourne researchers believe.	Some researchers believe they have found a trigger of autism in children - their mothers eating potatoes other tuberous vegetables during pregnancy.	4.25
7172	e57951acc56844f2a2809ca48	6.4-magnitude quake struck off Indonesia	6.9-magnitude quake strikes Kuril Russia's Kuril Islands	1.0
7548	ff5469726aa37496dbd793f58	Three bicyclists crossing a bridge rode city.	The bicyclists are crossing a bridge in town	3.0
7444	7b308a3e2d0b6e4b5d5548f59	A big bear is chewing on a wooden stick.	A baby panda loves to play with a stick.	3.0
5366	66bb8f9b1652dca262678bada	Syrian ceasefire truce in Homs for duration of Ramadan	Russia offers Assad's conditional truce for duration of Ramadan	4.6
3987	7dd5e0a755034226a7aae25a5	Six US troops were injured in Afghan bomb attack	6 American troops killed in Afghanistan	1.8
5774	230448704b4c3290ed82f3a86	A girl loves riding a bike	A man is riding a bike	1.917
2353	d4fcc53532eb100a99e98c791	Pro-life people do not believe a woman able to choose abortion for herself.	We should not try to force an abortion on anyone.	1.0
7835	3a3f16243cceb8ddd4d3ab577	people walk down	People are	1.6
8405	0366abbe859669e4cb983de6c	Ton century Tendulkar reaches 100th international hundred	China reaches 100 centuries - in pictures	3.8
5254	874baedbb329cfd24130433cb	China's emergency team made contact with plane carrying 239 to Beijing	Malaysia Airlines plane vanishes on flight MH370	4.0
506	b181bd5abebca315b2e0e154c	A man is dicing a small onion.	A woman is crying an onion.	2.5
581	f5078805c17c171effc220267	A woman is peeling a potato.	A chef is slicing a tomato	1.333
5775	644b1d9b6551d09f719e44a5c	a strong man is lifting weights in his garage.	A man is lifting weights.	4.25
6727	d58453d8a4c22da3fcd13b2a8	There are trains running which means a large detour inland (there just are no coastal line).	As others have done if you want to get to Split the best public transport bus	0.6
772	ca2457775f32eb777cbeab2e6	A gymnast does floor exercises.	a strong man is exercising.	3.6
1294	1ebd5e85bed4cb61ab947f407	Small boat going down a river	a fish moving in a river.	3.0
3314	7266bdf1ba0aee888b3ed004b	The recent turnaround in the stock market has easing fears keep consumer expectations at current levels and may signal more favorable economic conditions ahead.	The recent turnaround in the stock market is easing in unemployment claims indicating favorable economic times ahead,	3.933
5139	17f80251bcb8d64fb4baf52d6	US Flying Surveillance Missions to Help Find missing Girls	US surveillance aircraft join hunt for missing girls	4.2
5855	308874e1fa6c35b64e6b5b634	A child is playing playing computer game.	A boy is playing a game on his laptop.	3.091
3720	18e6acf255b5c95d186796268	a statement issued by the Saudi Arabian government stated that-- al-dosari was convicted of drug trafficking.	the rapist was identified as hossein safarlou and had also been convicted of drug trafficking.	0.6
365	cc4d1c776efec048f278a64de	A woman is peeling a potato.	a big lion is walking around.	0.0
3478	12ad669ead9de44bf241844ff	Russia's decision to suspend participation in the cfe.	It is not recommended to suspend participation without the cfe is a huge step in the wrong direction.	3.8
6608	b22c5cafe3aa1092d82abb3ff	Ancient time is an incredibly difficult one, which has puzzled philosophers from Aristotle to Heidegger.	wikipedia, as much as it is a supposedly self correcting medium, is not necessarily always the definitive	0.0
4528	27e652a65e12f0963481acb1a	South Korea Says North Fired artillery	North Korea launches short-range missiles	2.2
6186	9a743660889162887ebede1b7	A black dog lays in the sun	Kids play in the park	0.0
3924	89720fe095c3792c5e27142e7	The presidential [MASK] raises debate stakes	Obama takes offensive against Romney strongly	2.8
3396	7548f5f2e1bd96d308bc4b8e6	Mr Morse is charged with assault and Mr Darvish is accused of filing a false report.	His former pitcher Darvish is charged with filing a false police report.	2.75
7155	30730df2200c57587afcb819e	Matt Smith quits BBC's Doctor Who	Matt Smith quits BBC's Doctor Who	5.0
2048	e5ee7588d5e52c022f17afc2c	We got kicked out of it in the wrong place!	Where does the money go to the first place?	0.8
3343	128982b8ef88d41bc919313c8	Ernst & Young admitted no wrongdoing with $220 million settlement.	Ernst & Young hired Kenneth Kerrigan to investigate the firm admits no wrongdoing.	4.0
1192	08ba9c4d2c8ed5d151ad9f1b4	The black and white cat pause in front of the old house	The white bird flying in the sky.	0.0
518	a07c477b8effd838c61cbda9e	A man is playing a guitar	A friend is playing the guitar.	2.0
711	a771d9c8e8d392a15b7cf359d	A friend is talking on the phone.	A tall man is talking.	3.2
3196	1bbbe2845bf053483c1e4ce0e	For the full 12-month period up to June 30, 2003, advanced services lines for ADSL increased by 37 percent and broadband increased by 25%	For the 12-month period ending June 30, solar panels installed in homes and devices increased by 45 percent.	1.8
2882	8b60226bfa5b9b336cb0ae42c	They said the child was taken to Nassau County Medical Center for observation.	"The boy visited University Medical Center, where staff said he was ""doing okay."""	3.4
2059	6788986f6787eca61bcf804f0	The Human Element You could sign Lance Berkman at the end year I guess?	You could sign Lance Berkman at the end of spring training guess?	4.0
3778	044ccf40bde302a0a15f66286	Romney announces Paul Ryan as running mate	Romney names Ryan Paul running mate	5.0
6010	c24ee98b1264647e6b14ff407	Two horses standing peacefully with trees in the background.	A big and white bird on a body of water swims grass in the park	0.4
2525	4acfe2df604e8d5b6446977aa	The dollar fell to US$1.1914 against the Asian trading, before slipping back slightly to US$1.1895 as trading opened in Europe	The euro soared to $1.1914 yesterday trading, before slipping slightly late European trading, up from $1.1857 late Monday.	3.6
4311	1a05794235ea33bc08df45942	Bombings, clashes continue in Syria	Bombings, clashes escalate opposition seeks arms	3.4
3810	7589bf8e611d7da59fe1d729a	I'll Have Another beer to study	Rombauer Have Another wins Preakness	1.0
2414	27d6648c7dba0c3775f957024	We explore all vessels filled with many wonders.	Put a Little Love in your Heart We shine with many wonders.	3.6
3106	45bfd1f2753d15ad322dbd049	The film concludes the second of a trilogy, which will wrap up The Matrix Revolutions.	"The Wachowskis the Matrix a trilogy; ""The Matrix Revolutions"" is slated for debut in November."	3.833
8599	b1bd895e2651561ce51f4755b	Russian opposition leader under house arrest	Russian Opposition leader Alexei Navalny is Under House Arrest	5.0
3846	9b85be512ea9d711c0a4a52d4	2 Palestinians killed in Israeli airstrikes	Four Palestinians killed in Israeli strike	2.4
6055	e701fdbcd842cf5c893b36ec9	Large white cruise ship on water.	A big ship floating on the water.	4.6
4334	1d2a800dc5934052a12db29b9	Hundreds of students killed in Ohio shooting	Funeral set for Ohio state senator	2.0
8500	43284bd88a98f53f266426816	UBS settles US tax lawsuit	UBS settles US mortgage lawsuit and takes $1 billion	3.0
362	d22543c5b068c5003696c2c88	A man is playing guitar.	A woman cooked up some pork.	0.0
1683	ec1a0c34537e1066c98efa96f	Men in tuxedos are walking down steps.	Five men in tuxedos walk down a red carpet steps	5.0
1663	222e68437c1cd5738cae7c85a	A little boy wearing a white dress shirt is playing on a grassy plain.	A woman got her hair done at a salon.	0.0
5735	6803fa2014febe12425f83640	Taiwan's president charters plane to pay respects to Lee	The sitting president loses to challenger	0.0
1716	63c0e36ea8c955596fc4e237b	A dog running quickly in the winter time	A small rabbit is running through a lot of twigs.	3.2
6812	1a9018306b1e7c315ed6d5fb3	The major company said it recognized the difficulty the multiple patches facing companies, and set out to help them to apply the updates.	The world's largest software company said it recognized the difficulty the multiple complex solutions to apply them.	3.5
3500	9bf6cd4db21d315f1d4b27bf5	the cfe treaty was signed in 1990.	The Helsinki cfe treaty was established in 1975	4.8
5745	e64b6baccbaca0f24b9c69c3f	Dozens of Egyptians hostages taken by Libyan terrorists as rebels	Egyptian boat sank death toll rises as many bodies float in Nile	0.0
928	3e5abed52f3dc7baac2a112be	A fish walking through the water.	A young guy is playing a trumpet.	0.0
2336	6fbf323d181957fb9aea2aec5	Put a Little Love in Life We are all vessels filled with many Dreams	Landon And So vast are all vessels filled with many wonders.	2.8
784	1b2706240d2ba53eee7a4ef31	A man is shooting a pistol.	A chef is chopping garlic.	0.8
7699	6d640a0c703460010d6b215a6	A big brown dog leaps over a log as another dog follows behind.	A brown fox white dog is leaping over a field while another dog follows behind it.	3.0
410	5d260f00b5af658a04dfd3337	A man is another man.	A crazy man sprays another man with water from a garden hose.	0.8
5110	8e552775fff7d57e1edffd6e7	Egypt's opposition criticized president's speech	Some opposition parties boycott presidential elections	0.0
3237	4234e17046dbeee87a2f3dbcf	Several shots rang out in the darkness, but only one gator snapped at 11 p.m.	Several shots fired Wednesday night, but no gators were killed then.	2.4
1291	5e1532d16dc5d0dfa44659c5b	A multi-colored train is on a track.	A mostly black cat runs a track.	2.8
4329	9b67cf27dfb18edfaeb081891	Rangers voted into Division West	Rangers relegated into third division	4.8
5789	b4eb5ee38abe87a16a0e703cf	A toddler walks down a street	A little girl is walking down the street	3.6
2724	d014bef36387a002cbfa8c30e	The report was found stuffed in an old three-ring binder not related to the investigation.	The report was confidential tucked inside a technical manual that belonged to Hicks.	3.2
4023	e112f45afafda5afd98967630	Protests on YouTube Over Anti-Islam Film	Pakistan's PM Imran Khan threatened YouTube halt over blasphemous film	2.8
3904	a0960a298aaf9c86269202b59	Romney won Maine Republican caucuses	Romney, in comeback, has narrow Senate primary win	3.8
5352	3f3b9f4506af05ac16754dd68	Singapore stocks end flat pct	US stocks close 0.41 pct higher	3.0
6306	dc99cded11edd348956946a50	four people walk toward the store	Two men walk toward a building	2.0
1175	36d6aed6bbfa513ba70b6af55	My dog is wearing a gray jacket.	A dog laying in a sunny field	3.0
3078	ae9f44e6779f7d8fc11b1a58b	The broad Standard & Poor's 500 Index .SPX inched up 0.1 percent, to 970.	The technology-laced Nasdaq Composite Index .IXIC lost 2 points, or 0.12% 1,649.	0.75
7204	7fe5976f09a0b097cf22c9040	Thousands of workers plan nationwide strikes over minimum wage	Fast-food workers strike for higher wages	4.0
524	b1f569f81e43e22e3d3abc22a	Two people on a couch.	Two friends are hugging on a couch.	3.2
3315	a4ee902fb31246b41078a9ae6	While the day's trading was lackluster, the Standard & Poor's 500 index was preparing to close out strong the fourth quarter of 1998.	The S&P Poor's Dow Jones stock index ended the quarter up 120 points, a gain of 14 percent, the best performance for the year since 1998.	3.75
1387	61b76bee145f2475485f60be0	a dozen quiet people sitting around a table on a porch.	A group of people sat around a table with food served	3.6
6038	a6db7f43f07f5ff162aa04678	Several televisions are old multiple stacked up on top of one another.	Three dogs on the floor, the other cats on a box.	3.2
3055	44aa70f4a44f08e59332087e5	Pataki wants Abraham's and LIPA needs Kessel said the cable should be kept in operation permanently.	LIPA Chairman Richard Kessel said the cable could be used as we see fit.	2.4
8418	adaed6244e3d64dd237943145	Obama silent on China tensions	Obama to visit Korean capital	0.6
34	26c91ad9b94475136c43acf34	A man is pouring oil into a bottle	A man poured some oil into a skillet.	4.2
6715	33e892730049201949aabe7fc	There is one airline, EasyJet which is trying to copy Ryanair with very cheap fares aggressively bad service.	There are airlines which operate flights at lower fares.	1.8
5350	ec0764098e09a92b86ce8712d	UK vote against military action	Britain rejects proposed military action	3.4
1634	3d878195db52323036abd7223	A person is hiking on a trail next to the woods.	A small child in a yellow shirt is holding their arms around	0.4
2561	e03dbe7dde95ca8c3eacfa9e1	According to the FBI kept tabs on al-Bayoumi - even when received information that he was a Saudi agent, the document revealed	But the bureau never kept tabs on information he was a secret Saudi agent, the report says.	4.75
2955	4df54f1730384f7d8f06eb4bf	The tech-loaded Nasdaq composite rose sharply to 1595.91, ending slightly its highest level since 12 months.	The S&P The Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent to 1,615.02.	2.4
4083	5a2c2692e9f1e20ed2261818a	A cargo plane flew Over Bagram Prison to Afghan Authorities	US transfers Bagram airbase to Afghan control	4.8
352	bd001d074bcc0ed6e705d7fe1	A woman peels a juicy apple.	A man rode on a motorcycle.	0.0
806	d3a64892ef0de6b7b6fdb1ba8	A boy was playing on a beach.	Two kids are playing in the beach.	2.75
2164	f8a5aabb64624e6a7ff87d4fc	They are NOT as good they were before.	They are NOT as strong as they were before.	4.5
5328	df2aa4c1196ec9b8d787e0943	Hijacker arrested after plane lands safely at Airport	Hijacked aircraft crashed in Geneva	3.0
4369	1d1aaa652a8fe5aa55a3a0b10	Suicide bomber kills 3 at US base in Afghanistan	Suicide bombers attack US base in Afghanistan	2.8
5510	b07ea21b3ca9f1804996da62a	India, US to hold talks on next week	Egypt to hold more talks IMF on Monday next week	1.4
8555	f6b3475f54ea9de88054ccebf	15 dead in Iraq attacks, bomb at market	46 dead soldiers Iraq attack blitz	1.4
6336	ec536bfd2744e2ef7b9c03fcb	The boy in the blue plays goalie on local soccer team.	The team will is playing a game against the team in white	1.0
6860	997eb4d1ae1e273014a3c1adc	Gold's rise pulled other precious metals higher, up to an ounce from $4.77/79 last quoted in New York.	Gold's prices metals higher, sending silver to $4.83/85 an ounce from $4.80/82 last night in New York.	3.25
6384	15fe5d97a45723f9dd41c0990	The academic year starts in September in most USA and I think most European countries.	I would not accelerate things, to make things worse than that you want.	0.2
8485	b9bcf8d752436811218983b50	Egypt arrests Muslim Brotherhood leaders	Egypt bans Muslim Brotherhood group	2.2
8070	f17d2aabdcfe18c818559fbd6	You have to decide what you will get out of this.	You simply find out what works for you.	4.0
2774	a57eb9fae2b225e368776b7f2	Det Chief Insp Norman McKinlay said there was 'evidence a body or bodies have been found buried'	Detective Chief Inspector Norman is leading the investigation, gathering evidence a body or bodies have been in this area.	4.5
5372	0fb0066d6a3b153a3cfb3f895	Car Bombs Kill 58 people in Capital	US forces kill 13 civilians in Iraqi capital	2.4
4340	5f4522a963bea85865d4f9b9d	DR Congo rebels killed park rangers	There were two park rangers in eastern Congo	4.0
2548	eee81ac4bdc094b62b5c54fc2	North American futures pointed to a sub-par day on Tuesday, with investors ready to get started of quarterly earnings.	North American stock markets got off to a slow start Tuesday, with investors ready to take a taste of quarterly earnings.	4.6
3002	dfc4ff8c7a415ec7d4026990c	During the and 2002, Morgenthau said, wire transfers from just four of Beacon Hill 40 accounts $3.2 billion.	Wire transfers from four of the 40 accounts open at Beacon Hill $100,000 to $500,000 from 2001 to 2002, Morgenthau said.	4.75
4996	4398f9626cde24097b4a58b03	A U.S. drone strike kills 5 civilians Pakistan	U.S. drones strike 5 in Pakistan	3.8
5540	4fa6f6987f1f71a0db1053135	UN Invites Iran to Syrian Peace Talks	UN envoy failed to Attend Syrian Peace Conference	5.0
732	fbc647d92f23ac8dc57a9d159	A man is eating vegetables.	A robot is not a potato.	2.25
6865	7f91c1298f3df6c0352ae5ea9	Representatives for Puretunes could not respond for comment Wednesday.	Company representatives could not be located to comment on the suit.	3.25
2112	980af97eefd9e26b035f1e7f2	Facilitator : Show me a picture of child.	Facilitator : And why is she the best candidate	1.0
1488	15f1d46c66352b6eed59e89a2	Three cows grazed in a field.	Many cows graze in a field.	2.6
959	fa21b40bca0e026729ca465b9	The man did build a wall.	The chef tased the food.	0.25
6667	6b65ab31ddc320aa978249399	Feel the fear... And face it as a book recommends to feel the fear.	13 Tips overcome Your Fear and Enjoy the Ride interesting.	2.2
4878	6a6c5d3d37df2fb4b5aecbcec	Pakistan condemns civilian drone strike in Shawal Area	Pakistan conducted a drone strike in Miranshah	3.2
5943	54f55ca88f3791231befd552d	a professional person uses excessive blowtorch on two cameras.	A person is burning calories	2.333
5684	881295be0ae02ec1ce184203d	Russian warplanes strike inside Syria	Russian roulette in a game	2.0
2597	daa8e65ab0b13945040999f86	The company is highlighting the addition of .NET and J2EE support to its Enterprise Application Environment (EAE) platform	The company is also adding full J2EE support to its Enterprise Application Platform Server.	4.0
1494	b9f7620338d2faecf9bf0dfbb	A man laying eggs on a wooden beam looking up at the camera.	The man is wearing a sweater and looking up at the camera.	0.8
8420	d028e979c91beea6453bfe47f	The authorities shooting: Police to detonate devices outside suspect's home	Suspects were planning to detonate devices in Colorado shooting up their home	4.6
7731	5aa5665e54c9c13bfa90286de	A robot is surfing along a crashing wave.	A surfer wearing a black wet suit rides white wave in the ocean.	4.6
2690	cff6209e396ec12d55710d459	Mr. Manuel and crossed the States by walking across the bridge linking Matamoros and Brownsville.	Manuel and his group cross thousands of people do every day, by walking across the bridge between Matamoros and Brownsville.	4.0
1711	7821994a544526480ee57c0a6	a man is walking along rocks by a river carrying a stick.	A man is walking on rocks carefully around them.	3.4
2504	f134d599b58553df353f1c003	British-based GlaxoSmithKline Plc said earlier this week off supplies to Canadian drugstores that ship medicines to the United States.	GlaxoSmithKline, the British pharmaceutical company has said it would cut off supplies to some stores nationwide to the US.	4.2
6115	ff9bfbb5e5744550a96d1c138	A man sitting on a bench looking at a dog on a leash sitting on the sidewalk.	A woman holds a small baby while sitting on a couch	0.0
7090	697a286fd7128ecb5a5607d8e	Cardinals enter secret historic vote	Cardinals gather Chapel to elect pope	3.4
1269	8e3f5af9429046fb255c8717e	A young boy coloring with bright red and blue	A young blonde girl wears riding gear sits on top of and white horse.	0.0
3524	f4f4a880774219b0adb588abb	china will resolutely oppose the proliferation of mass destructive weapons	china will resolutely reject the delivery of mass destructive weapons.	4.2
5076	4e7bebdef8b0a8b51f86beb2c	Chinese president met Indian vice president	Chinese foreign minister meets U.S. state secretary	1.6
6424	55f3e5986a37d12da353f3cc3	If non-human animals do possess intelligence too, why is their cognitive advanced as humans?	Your own theory is incoherent to follow from a Lamarkian interpretation of evolutionary theory.	0.6
7719	c29de50cbb52ae915e0e2a6ca	Two dogs running on the shore.	A white dog running on sandy beach.	2.4
2800	4c0a906f63de986f69c123324	It has been shrinking that Arctic ice has been shrinking at the rate of nearly 10 percent a decade.	Researchers found that sea ice melts the Arctic is disappearing at a rapid percent each year	3.2
5784	b0f346d23678b684389d11735	A puppy plays with a plastic ball	The two kids playing with a plastic container.	3.8
1255	b3a756dd591fb657850b3d6e3	A cat on a white horse	A man rode white horse in an arena.	3.2
1550	9dc4b26b07b943a3b7463a76c	A child fell into a swimming pool.	A dog jumping into the swimming pool	1.2
6824	0a1c87e2dc47af0e18c2e83ea	U.S. troops killed nearly two dozen suspected insurgents after coming under fire in southern Afghanistan in the latest in several such attacks.	U.S. soldiers killed about two dozen suspected Taliban militants in southern Afghanistan after a village came under attack, and then responded Sunday.	4.0
1461	b06a91d9449369151b9cf92de	A kitchen sink and countertop sit on shelves.	A small kitchen with items stacked on the shelves the counter.	3.8
4337	ab428a8e71539818d0fb9c8e9	Barack Obama said that he believes we have more nuclear weapons than we need	French gunman wants to 'die with dignity in hands'	0.4
1583	a7a5def20cdb12d606ba0fdcf	A boy and friends playing on the beach.	A child in the waves with a ball.	0.8
38	50c287740860aa65250958539	A chef slicing an onion.	A man is crying an onion.	2.75
2687	1afd212467dac2a7da8f7004d	A good deal makes sense for both parties said in a prepared statement.	Richard [MASK] CEO of NatSemi, claimed the deal made sense for [MASK] companies.	3.2
6330	9d22577a8027f5cde1a2d829c	A crowd of men wearing paper numbers on their backs and arms race.	a few men running across grass field displaying numbers on the front of their shirts.	3.6
4240	efc3c92cd20c8b829ce2fc6ba	Pak: 20 dead protesters against anti-Islam film protests	Thousands in anti-Islam film protest in Islamabad, Pakistan	2.2
1613	a6229c463d177bc523282ab01	A man in a white down the street holding a newspaper.	A man in a white suit walks outside reading a newspaper.	4.6
976	d4a5c0c6dd4b626c285449119	A panda bear is laying down.	A lazy panda relaxes on some bamboo	3.333
7609	f896e807e39ad9ffc93558a64	Motorcycle crashed into a car outside.	A red car parked next to a car.	4.4
7825	d5d2075cca2288daa732f4077	people getting their dirty clothes cleaned	People are getting dirty cleaned.	5.0
7711	0e7660eba891c22b96384e247	A young boy is throwing a ball	A brown dog is walking on grass beside a fence.	0.0
5495	9f502b49edf803fa38afa7a56	The official typhoon death toll at 4,460: rising	Philippines death toll rises above 5,000	3.4
156	c3d90855704aa28202f73a600	A couple of friends are walking together through the woods.	A couple and friends walking arm in arm through a wooded area.	4.0
5263	1b2ca9388225724254bac7235	Ukrainian President orders troops in the east	Uganda's President Museveni refused to sign anti-gays Bill	0.2
1147	6373f0cf33755c055483ac53c	A high-speed train pulled into a station.	A small bird is flying through the air.	0.0
1983	08bff08b26998ed43f6775d0c	People are walking through some water.	Two girls are climbing tree in front of a brick wall	1.2
2053	848cf09226547dc86ca069ef5	It depends how you look extreme.	"Depends on how you define ""extreme""."	5.0
6355	168e2aa1214794d2309e121d8	A cat on a rooftop	A singer is holding a microphone in a room.	0.8
8244	0cda3b4bc6e825d3bdb12a754	"""Jeremy's a good guy,"" Barber said, adding: ""Jeremy is living the dream life of the New York athlete."	He also said Shockey is proud of a New York athlete.	2.75
6228	8988c1abbac9cd00e48625eb5	Two black dogs playing in the park	Two dogs play with the grass.	4.2
6248	f3aa41e2e115bfd9de2567c40	Two dogs approach each other on the grass.	Two dogs ran off of the grass.	4.8
6985	7b688ebe5f14c7a39a709a0db	The new governor is going to Jackson, where 13 people were reported 16 fatalities.	The governor declared that he was going to visit where many people were killed.	3.8
5602	12e572ab5aa38ea3974cf2036	Mandela's health has improved	Mandela's condition has worsened significantly past 48 hours	1.0
5587	9cdc31332cf3eae98cfec0adf	At least 20 dead as typhoon slams central Philippines	At least 100 dead as typhoon Philippines	5.0
3398	92bcdc6f763ef37c8b6d0cee5	Analysts had been expecting a loss of 54 cents per share, according to Thomson Reuters Call.	Analysts had forecast second quarter sales of $2.5 billion to $3.5 billion Thomson First Call Web site.	1.5
3212	28ec00cf3d505208b881cc040	The consumer group generated $4.47 billion of profit and $20 billion spent January to June, 53% surpassed Citigroup's profit and revenue.	It generated $4.47 billion of profit and $20 billion the year's first half, 53 percent more than Citigroup's totals.	3.8
7505	661b0c9acd25d58dd2b254366	a big and white cat likes high up on tree branches.	Black and white cat with a bell in right ear.	0.8
4176	178faf7d74b2240fd5fc695ec	France warns Syria over chemical weapons	U.N. concerned about Syria chemical weapons	2.2
2993	c90c22b1262430d935099e722	Mr Sahel said police had identified the leaders seven of the 14-strong cell believed to have carried out the five attacks attacks	He said police had identified the bodies of seven of the 14 victims almost simultaneous raids yesterday	4.0
6427	bfcb1e03df1af95f79ea078f3	In addition to cleaning make sure the grill is clean before you start cooking.	I'd been using paper towels to oil the engine parts discovered that newspapers work a lot better.	1.6
7228	e24d4f75e42cf651f9290ff27	Euro crisis is over, finally France's former President Hollande	Eurozone debt crisis is over, says European President	4.0
6543	bdf10a1744350a52ac661e605	A robot would be unusual for a human to attack a innocent person.	I'm no herpetologist, but in my house are in the 'you don't bug me' category.	4.2
6529	947ccd6e054f7512f082f1978	Zipf’s law, as I understand it, is not simply about languages, but about distributions	As with all natural laws, physical laws is an approximation.	2.8
6720	0cc2cd96d31cc0a2cc6d4bbad	A technical report is for the benefit of the PLANE.	Usually it's a matter you just sit on the plane.	2.6
4029	1fc7f1876e63644847d84ccfe	Mali interim leader takes office	Mali's Interim President Assimi Goita Into Office	4.2
6273	0e435b9365b8342855d83dc2b	A desperate woman looks for medical supplies to take to work in a suitcase.	The blond woman is searching for her suitcase.	5.0
6648	f31ffbe91d04f936f42e2cff4	The University constituencies elect the University constituencies in use in Britain in Southern Ireland became independent.	This is still abstract representational form of art with a unique twist.	0.2
5482	b680313943383c94cb9523a1e	India's wife died 'unnatural death' after affair rumours	Minister's wife's behavior 'unnatural'	3.8
8357	19ce813563ea56ae6d37cc0b2	In addition, primary care trusts (PCTs) were achieving ratings for the first time this year.	NHS Care Trusts and Mental Health Trusts have also been formally rated excellent this year.	3.8
3859	51c8259ce0ff6aa48868912ed	Pakistani plane crashes with 127 passengers	Pakistani Plane Crashes With 130 People on Board	2.6
3905	bcbcfdecea620b322a753a8b3	Court in Bahrain dismissed last rally appeal	Government rejects activists' appeal	3.8
2754	60beeec0f2086531898358ce4	The island nation reported 65 new cases on Saturday one day record, and 55 new cases on Sunday 23, making Taiwan's COVID fastest-growing outbreak the world.	Taiwan reported 65 new cases on May 22, fewer 55 new cases previously 23, making its epidemic the world's fastest-growing.	5.0
5725	d14eff7c26925b4ae59733a14	Saudi [MASK] reports seven new MERS cases	A 31-year-old Korean woman in contact with MERS patient dies	1.0
5168	033ddf00ddae3e69404d59f53	Conan crashed the White House Correspondents' Dinner	Obama and O'Brien Cast Their Sharp Witty White House Correspondents' Dinner	3.6
2086	2f87ffa82ce4f3314fad4ec89	that is not correct answer.	no, it's not an answer.	4.8
5577	a2d3d37a04dcddb518e3e8b44	North Korea warns in South, Advising Evacuation	North Korea warns citizens South to evacuate	5.0
3451	70866fcd09cf2973640f1a83a	spain currently holds chairmanship of the osce.	spain currently holds osce's presidency.	4.2
2491	51e00ad05daee48c72b8b7b5e	The decision appealed to the state Supreme Court.	The DVD CCA appealed that decision to the U.S. Supreme Court	4.5
5669	c36f4fced4d4afd334f8aebfc	Iran's parliament rejected the nuclear deal	Iran withdrew attack nuclear deal	1.0
8107	858a1e53470f82bf51c7488e9	It's not a good idea.	It's not worth a good idea, it's an excellent plan	1.0
2671	28006f65d6d3476af55319e01	The songs are on offer for 99 cents $9.99 for an album.	The store will offer songs for 99 cents and albums for $9.95.	3.333
6799	4aef95c3986730a2e67f94ef6	Both papers are being published simultaneously in the Lancet England Journal of Medicine.	The journal study appears today in the New England Journal Medicine.	3.0
6738	dce67372dea74e478759b07e4	No, it is better to have taken classes or earned a degree in your area.	I have done quite a bit of software writing about information systems.	0.0
2373	d10ef48e5dc2d013febd69e39	John the Baptist was a Nazarite from birth.	John the Baptist was a Nazarite from birth.	4.6
3574	0de34faa14c529f158e2c14fb	last week russia announced that it will suspend participation in the G7	nato regrets russia's decision to suspend participation in cfe.	2.4
2267	e311562bacb7dfa3b27206844	wait until they become more consistent in working together.	wait for a few contractions to get stronger and push together.	3.8
3010	ccb4abd44eab72783a90f0ff9	Chante Jawan Mallard, 27, facing on trial Monday, charged with first-degree murder	Chante Jawaon Mallard, accused of murder and tampering with evidence.	3.0
6008	bfdc2fee617e326ba163fab41	A black and white colored dining room set in a small apartment.	Black and brown table matches living room setting.	3.2
3879	49d890cafb4b5311e3270f43b	Renewable power in East Timor elections	Gusmao powers government in East Timor	3.6
2532	5709fab6dd9b8476ec7c45907	But software license agreements a few analysts watch closely, decreased 21 percent to $107.6 million.	Retail a key measure of demand, fell 21 percent to $107.6 million.	5.0
5309	b8056014c04d86d8129856985	Washington Pot Shops set new Historic Sales	Many retailers prepare for historic sales	5.0
418	4085772285c7dfb2e7044d8d0	The woman is seasoning the turkey	A woman is pouring water into a bowl.	1.4
